country,happiness_2019,happiness_2025,d_happiness,gdp_2019,gdp_2025,d_gdp,social_2019,social_2025,d_social,health_2019,health_2025,d_health,freedom_2019,freedom_2025,d_freedom,generosity_2019,generosity_2025,d_generosity,corruption_2019,corruption_2025,d_corruption,unexplained_2019,unexplained_2025,d_unexplained,d_measured_sum
Republic of Moldova,5.60750007629395,5.851,0.24349992370605023,0.707916796207428,1.55,0.8420832037925721,1.23731219768524,1.277,0.03968780231475999,0.713299453258514,0.409,-0.304299453258514,0.389571487903595,0.981,0.5914285120964049,0.174049183726311,0.053,-0.12104918372631102,0.0143787441775203,0.037,0.0226212558224797,2.37096834182739,1.544,-0.8269683418273899,1.0704721370413917
Montenegro,5.54610013961792,6.139,0.5928998603820803,1.0101500749588,1.709,0.6988499250412001,1.26565790176392,1.485,0.21934209823608009,0.839028894901276,0.68,-0.15902889490127592,0.303223848342896,0.935,0.6317761516571041,0.149010330438614,0.073,-0.07601033043861401,0.0984351113438606,0.142,0.04356488865613939,1.88056588172913,1.115,-0.76556588172913,1.358493838250634
Russian Federation,5.5460000038147,5.834,0.2879999961852997,1.12699961662292,1.821,0.69400038337708,1.37864410877228,1.331,-0.04764410877228009,0.680445909500122,0.505,-0.17544590950012195,0.399499595165253,0.809,0.40950040483474703,0.0990419164299965,0.112,0.012958083570003498,0.0456993617117405,0.133,0.08730063828825951,1.81571674346924,1.122,-0.69371674346924,0.980669491797688
Kyrgyzstan,5.54150009155273,6.049,0.5074999084472704,0.51318097114563,1.296,0.78281902885437,1.34103667736053,1.565,0.22396332263946994,0.680645883083344,0.759,0.07835411691665606,0.614617764949799,1.108,0.49338223505020107,0.301370739936829,0.142,-0.15937073993682901,0.030466690659523,0.102,0.071533309340477,2.06020665168762,1.077,-0.9832066516876199,1.4906812728643453
Greece,5.5149998664856,5.697,0.18200013351439992,1.12807011604309,1.795,0.66692988395691,1.16897356510162,1.257,0.08802643489837991,0.979431748390198,0.799,-0.18043174839019793,0.173516348004341,0.478,0.30448365199565897,0.0,0.023,0.023,0.0488443523645401,0.064,0.015155647635459901,2.01617908477783,1.282,-0.7341790847778298,0.9171638700962108
Hong Kong SAR of China,5.51039981842041,5.569,0.058600181579589794,1.37674605846405,1.96,0.5832539415359499,1.24358427524567,1.33,0.08641572475433001,1.13663065433502,1.238,0.10136934566498002,0.459356516599655,0.852,0.392643483400345,0.28828090429306,0.09,-0.19828090429306003,0.332485437393188,0.395,0.06251456260681204,0.673293113708496,-0.295,-0.968293113708496,1.0279161536693568
Croatia,5.50470018386841,6.009,0.5042998161315904,1.10902428627014,1.834,0.72497571372986,1.31126487255096,1.562,0.25073512744904014,0.900575578212738,0.737,-0.16357557821273805,0.381456881761551,0.675,0.29354311823844903,0.113998979330063,0.022,-0.09199897933006301,0.0123250056058168,0.095,0.0826749943941832,1.67602920532227,1.084,-0.59202920532227,1.0963543962687312
Libya,5.48880004882813,5.731,0.24219995117186954,1.02191376686096,1.48,0.45808623313904007,1.19628369808197,1.136,-0.060283698081970094,0.615626633167267,0.619,0.003373366832733038,0.451354056596756,0.865,0.413645943403244,0.142757698893547,0.099,-0.043757698893547,0.172258079051971,0.245,0.072741920948029,1.88856315612793,1.286,-0.6025631561279299,0.843806067347529
Mongolia,5.45620012283325,5.936,0.47979987716674977,0.90487277507782,1.558,0.65312722492218,1.45893061161041,1.615,0.15606938838959006,0.615788161754608,0.421,-0.19478816175460806,0.355703115463257,0.752,0.396296884536743,0.263885736465454,0.162,-0.10188573646545399,0.0465331263840199,0.051,0.0044668736159800965,1.81052756309509,1.376,-0.4345275630950902,0.913286473244431
Malaysia,5.38430023193359,6.005,0.6206997680664097,1.168421626091,1.766,0.5975783739089999,1.17400228977203,1.17,-0.004002289772029988,0.788511872291565,0.413,-0.3755118722915651,0.596941530704498,1.109,0.512058469295502,0.274886161088943,0.161,-0.11388616108894298,0.062163133174181,0.112,0.049836866825819004,1.31942081451416,1.275,-0.04442081451416002,0.666073386877783
Viet Nam,5.35349988937378,6.428,1.0745001106262198,0.718092381954193,1.51,0.791907618045807,1.25307476520538,1.375,0.12192523479462003,0.819133996963501,0.698,-0.12113399696350102,0.650835573673248,1.147,0.49616442632675206,0.136488720774651,0.039,-0.09748872077465098,0.0898484587669373,0.207,0.11715154123306269,1.68597793579102,1.453,-0.23297793579102,1.3085261026620896
Indonesia,5.28560018539429,5.617,0.3313998146057102,0.891720712184906,1.512,0.620279287815094,1.15480089187622,1.229,0.07419910812378006,0.610437035560608,0.485,-0.12543703556060803,0.568161427974701,1.043,0.4748385720252989,0.542646527290344,0.295,-0.24764652729034403,0.0382786132395267,0.033,-0.0052786132395266985,1.47957348823547,1.02,-0.45957348823547006,0.7909547918736942
Côte d’Ivoire,5.23330020904541,5.148,-0.08530020904541047,0.537094414234161,1.285,0.7479055857658389,0.799727261066437,0.694,-0.10572726106643704,0.154942512512207,0.45,0.29505748748779304,0.397122532129288,0.84,0.44287746787071197,0.169915586709976,0.1,-0.069915586709976,0.0934957936406136,0.176,0.08250420635938639,3.08102250099182,1.604,-1.4770225009918199,1.392701899707317
Benin,5.21600008010864,4.393,-0.8230000801086401,0.366244703531265,1.122,0.7557552964687351,0.352428436279297,0.087,-0.265428436279297,0.328062951564789,0.409,0.08093704843521099,0.405839890241623,0.816,0.41016010975837697,0.196670427918434,0.086,-0.11067042791843401,0.12593187391758,0.243,0.11706812608241998,3.44080972671509,1.63,-1.8108097267150902,0.987821716547012
Congo,5.1943998336792,4.456,-0.7383998336791997,0.633616745471954,1.259,0.6253832545280459,0.75763601064682,0.554,-0.2036360106468199,0.458101123571396,0.391,-0.06710112357139597,0.386514395475388,0.751,0.364485604524612,0.117216013371944,0.074,-0.043216013371944,0.118670783936977,0.123,0.004329216063023,2.72261953353882,1.304,-1.41861953353882,0.6802449275255209
Azerbaijan,5.16480016708374,4.993,-0.1718001670837399,0.990272700786591,1.636,0.6457272992134089,1.18061304092407,0.979,-0.20161304092407006,0.731134057044983,0.847,0.11586594295501695,0.467734724283218,0.935,0.46726527571678206,0.0401132144033909,0.058,0.017886785596609105,0.247307181358337,0.198,-0.049307181358337004,1.50763297080994,0.34,-1.16763297080994,0.99582508119941
North Macedonia,5.15980005264282,5.719,0.5591999473571807,0.935371994972229,1.665,0.729628005027771,1.18317353725433,1.448,0.26482646274567,0.802994132041931,0.581,-0.22199413204193108,0.410224586725235,0.74,0.329775413274765,0.18586353957653,0.124,-0.06186353957653001,0.0245950594544411,0.013,-0.011595059454441099,1.61759495735168,1.149,-0.4685949573516799,1.028777149975304
Ghana,5.14799976348877,4.554,-0.5939997634887701,0.575862467288971,1.297,0.721137532711029,0.966367959976196,0.961,-0.005367959976195991,0.432162255048752,0.507,0.07483774495124801,0.477290064096451,0.932,0.454709935903549,0.261291205883026,0.123,-0.138291205883026,0.0565703809261322,0.035,-0.0215703809261322,2.37843728065491,0.699,-1.67943728065491,1.085455666780472
Nepal,5.13719987869263,5.147,0.009800121307370624,0.444050371646881,1.2,0.755949628353119,1.10078930854797,1.099,-0.0017893085479701032,0.668879389762878,0.508,-0.16087938976287797,0.480608254671097,0.887,0.406391745328903,0.300971806049347,0.117,-0.183971806049347,0.127502962946892,0.075,-0.05250296294689201,2.01438689231873,1.26,-0.75438689231873,0.7631979063749348
Türkiye,5.13180017471313,5.3,0.1681998252868695,1.12716925144196,1.785,0.6578307485580399,1.19715917110443,1.313,0.1158408288955699,0.781335294246674,0.692,-0.08933529424667408,0.254400759935379,0.363,0.10859924006462102,0.0858855694532394,0.046,-0.0398855694532394,0.120983242988586,0.099,-0.02198324298858599,1.56481671333313,1.002,-0.5628167133331301,0.7310667108297313
China,5.12389993667603,6.074,0.95010006332397,0.990533411502838,1.662,0.6714665884971619,1.13208067417145,0.963,-0.16908067417145,0.86724853515625,0.905,0.03775146484375003,0.601605117321014,0.793,0.19139488267898608,0.079021044075489,0.089,0.009978955924510993,0.117255553603172,0.161,0.04374444639682801,1.33618187904358,1.502,0.16581812095642,0.785255664169787
Bulgaria,5.10150003433228,5.703,0.6014999656677205,1.04655468463898,1.768,0.7214453153610201,1.46057891845703,1.587,0.12642108154297005,0.777776896953583,0.47,-0.307776896953583,0.417820066213608,0.881,0.463179933786392,0.103833712637424,0.059,-0.044833712637424,0.0,0.003,0.003,1.29496145248413,0.935,-0.3599614524841299,0.9614357210993751
Morocco,5.09479999542236,4.646,-0.4487999954223598,0.758622109889984,1.376,0.6173778901100159,0.645208477973938,0.401,-0.24420847797393797,0.745096921920776,0.674,-0.07109692192077599,0.450054138898849,0.844,0.393945861101151,0.0400325506925583,0.035,-0.005032550692558299,0.0773856043815613,0.086,0.0086143956184387,2.37840247154236,1.229,-1.14940247154236,0.6996001962423333
Cameroon,5.08489990234375,5.083,-0.0018999023437498153,0.50395804643631,1.191,0.68704195356369,0.899726450443268,0.9,0.0002735495567319779,0.270189553499222,0.348,0.07781044650077795,0.439242482185364,0.821,0.38175751781463596,0.198020100593567,0.094,-0.104020100593567,0.0543934218585491,0.055,0.000606578141450903,2.71937084197998,1.675,-1.04437084197998,1.0434699449837197
Venezuela,5.05319976806641,5.756,0.7028002319335904,0.770238637924194,0.0,-0.770238637924194,1.34854686260223,1.335,-0.013546862602229925,0.767025530338287,0.561,-0.20602553033828697,0.271717220544815,0.846,0.574282779455185,0.0871791541576385,0.18,0.0928208458423615,0.0636247768998146,0.133,0.0693752231001854,1.74484086036682,2.701,0.9561591396331801,-0.253332182466979
Algeria,5.00509977340698,5.714,0.7089002265930207,0.943856000900269,1.535,0.5911439990997309,1.14300358295441,1.275,0.13199641704558984,0.745418548583984,0.964,0.21858145141601593,0.0839437991380692,0.933,0.8490562008619309,0.118915013968945,0.057,-0.06191501396894499,0.129190653562546,0.113,-0.016190653562545995,1.84081172943115,0.837,-1.00381172943115,1.7126724008917764
Senegal,4.98080015182495,4.787,-0.19380015182495036,0.504061818122864,1.164,0.6599381818771359,0.954593420028687,0.882,-0.07259342002868696,0.518391907215118,0.48,-0.03839190721511798,0.352400898933411,0.922,0.5695991010665891,0.16439713537693,0.114,-0.05039713537692998,0.0818659365177155,0.113,0.031134063482284507,2.4051239490509,1.111,-1.2941239490509002,1.0992888838052748
Guinea,4.94929981231689,4.609,-0.3402998123168901,0.390007734298706,1.132,0.7419922657012938,0.751365959644318,0.622,-0.12936595964431796,0.33365523815155,0.364,0.030344761848449975,0.371878057718277,0.866,0.494121942281723,0.249490842223167,0.141,-0.10849084222316702,0.112204559147358,0.102,-0.010204559147358003,2.74072980880737,1.381,-1.35972980880737,1.018397608816624
Niger,4.90959978103638,4.94,0.030400218963620773,0.108330331742764,0.89,0.781669668257236,0.703800141811371,0.651,-0.05280014181137094,0.298816353082657,0.3,0.001183646917342962,0.435311615467072,0.9,0.46468838453292804,0.208176895976067,0.121,-0.08717689597606701,0.13755476474762,0.115,-0.022554764747619985,3.0176305770874,1.964,-1.0536305770874002,1.085009897172449
Lao PDR,4.88859987258911,5.515,0.6264001274108892,0.71469384431839,1.357,0.64230615568161,0.987391889095306,0.866,-0.12139188909530596,0.486378282308578,0.554,0.06762171769142206,0.612027287483215,1.065,0.45297271251678495,0.272667109966278,0.134,-0.138667109966278,0.194273963570595,0.174,-0.02027396357059502,1.62115263938904,1.366,-0.25515263938904,0.8825676232576378
Albania,4.88269996643066,5.662,0.7793000335693403,0.906653046607971,1.631,0.724346953392029,0.830483913421631,1.026,0.19551608657836905,0.846329629421234,0.782,-0.06432962942123399,0.46194589138031,1.014,0.55205410861969,0.171027764678001,0.106,-0.06502776467800099,0.0253612846136093,0.06,0.0346387153863907,1.64089703559875,1.043,-0.5978970355987501,1.3771984698772437
Cambodia,4.8484001159668,4.462,-0.3864001159668007,0.544634938240051,1.295,0.7503650617599489,1.07142603397369,1.075,0.0035739660263098827,0.587904334068298,0.531,-0.05690433406829798,0.674940347671509,1.123,0.448059652328491,0.233342081308365,0.148,-0.08534208130836501,0.0728375017642975,0.088,0.015162498235702496,1.66330003738403,0.201,-1.46230003738403,1.0749147629737894
Bangladesh,4.83279991149902,4.319,-0.5137999114990199,0.556156277656555,1.353,0.796843722343445,0.868800580501556,0.245,-0.623800580501556,0.694940507411957,0.672,-0.022940507411956967,0.604130566120148,1.078,0.47386943387985203,0.176745116710663,0.111,-0.065745116710663,0.176735907793045,0.087,-0.089735907793045,1.75526189804077,0.774,-0.9812618980407699,0.4684910438060762
Gabon,4.82929992675781,5.167,0.33770007324219,0.988044381141663,1.591,0.6029556188583369,1.10639750957489,1.003,-0.10339750957489002,0.522574841976166,0.45,-0.07257484197616598,0.369459897279739,0.829,0.45954010272026097,0.0520136021077633,0.043,-0.0090136021077633,0.0558045394718647,0.092,0.0361954605281353,1.735027551651,1.159,-0.5760275516510001,0.9137052284479139
South Africa,4.81409978866577,5.009,0.19490021133423063,0.902140438556671,1.494,0.591859561443329,1.25908625125885,1.285,0.025913748741149822,0.407034069299698,0.101,-0.306034069299698,0.434781819581985,0.825,0.390218180418015,0.126406848430634,0.064,-0.06240684843063399,0.0595021396875381,0.064,0.004497860312461903,1.62511730194092,1.176,-0.44911730194092003,0.6440484331846237
Iraq,4.78480005264282,5.212,0.42719994735718014,0.982018709182739,1.477,0.49498129081726105,1.0114666223526,1.127,0.1155333776473999,0.529350697994232,0.704,0.174649302005768,0.283588051795959,0.615,0.331411948204041,0.153002068400383,0.087,-0.066002068400383,0.0731649920344353,0.084,0.010835007965564705,1.75217366218567,1.117,-0.6351736621856701,1.0614088582396517
Lebanon,4.77150011062622,3.723,-1.04850011062622,0.889232516288757,1.428,0.538767483711243,1.19249331951141,1.05,-0.14249331951140998,0.788671135902405,0.416,-0.372671135902405,0.18551667034626,0.434,0.24848332965374,0.158524140715599,0.074,-0.08452414071559901,0.0215181466192007,0.057,0.0354818533807993,1.53554224967957,0.265,-1.2705422496795702,0.22304407061636827
Burkina Faso,4.76870012283325,4.455,-0.3137001228332501,0.30246764421463,0.995,0.69253235578537,0.929385900497437,0.63,-0.29938590049743696,0.312833875417709,0.343,0.03016612458229101,0.322398155927658,0.82,0.4976018440723419,0.186390608549118,0.135,-0.05139060854911798,0.12640805542469,0.253,0.12659194457531,2.58882641792297,1.28,-1.30882641792297,0.9961157599687579
Gambia,4.75059986114502,4.306,-0.44459986114502037,0.256990551948547,1.05,0.7930094480514531,0.882678687572479,0.853,-0.029678687572479046,0.353247880935669,0.393,0.039752119064331015,0.403419524431229,0.807,0.403580475568771,0.42598968744278,0.223,-0.20298968744277998,0.158093795180321,0.042,-0.11609379518032098,2.27021646499634,0.938,-1.3322164649963402,0.8875798724889754
Mali,4.72930002212524,4.588,-0.14130002212523962,0.352462649345398,1.036,0.6835373506546021,0.973141729831696,0.779,-0.19414172983169597,0.234981521964073,0.381,0.14601847803592702,0.377534449100494,0.904,0.526465550899506,0.169667050242424,0.078,-0.09166705024242401,0.0621462762355804,0.105,0.04285372376441959,2.55933523178101,1.305,-1.25433523178101,1.1130663232803346
Nigeria,4.72410011291504,4.788,0.0638998870849603,0.64590185880661,1.335,0.68909814119339,0.986717939376831,1.083,0.09628206062316891,0.167835935950279,0.462,0.294164064049721,0.435079455375671,0.735,0.299920544624329,0.221328124403954,0.151,-0.070328124403954,0.047589935362339,0.036,-0.011589935362339002,2.21963548660278,0.986,-1.23363548660278,1.297546750724316
Armenia,4.67679977416992,5.584,0.9072002258300795,0.808262407779694,1.608,0.799737592220306,1.03457689285278,1.225,0.19042310714722,0.775857269763947,1.05,0.27414273023605307,0.378075808286667,0.914,0.535924191713333,0.107225738465786,0.026,-0.081225738465786,0.104618184268475,0.152,0.047381815731525,1.46816158294678,0.608,-0.86016158294678,1.766383698582651
Georgia,4.67259979248047,5.517,0.8444002075195307,0.847198069095612,1.669,0.821801930904388,0.731193900108337,1.201,0.4698060998916631,0.694657623767853,0.5,-0.194657623767853,0.48549410700798,0.988,0.50250589299202,0.0476097352802753,0.0,-0.0476097352802753,0.174088075757027,0.161,-0.013088075757027001,1.69239830970764,0.998,-0.69439830970764,1.5387584889829156
Iran,4.67239999771118,5.151,0.47860000228881994,1.02932250499725,1.565,0.5356774950027499,0.886271178722382,1.249,0.3627288212776181,0.749053835868835,0.693,-0.056053835868835056,0.301195472478867,0.599,0.29780452752113296,0.276978939771652,0.189,-0.087978939771652,0.14265151321888,0.124,-0.018651513218880006,1.28696942329407,0.733,-0.5539694232940701,1.033526554942134
Jordan,4.63339996337891,4.478,-0.15539996337891004,0.785179197788239,1.388,0.6028208022117609,1.14011859893799,1.055,-0.08511859893799012,0.777624726295471,0.606,-0.171624726295471,0.424855083227158,0.853,0.428144916772842,0.0914947688579559,0.053,-0.038494768857955906,0.151878625154495,0.174,0.022121374845505,1.26225805282593,0.348,-0.91425805282593,0.757848999738691
Mozambique,4.62360000610352,5.336,0.7123999938964802,0.178741365671158,0.839,0.6602586343288419,0.955202877521515,1.018,0.06279712247848501,0.324223637580872,0.126,-0.19822363758087203,0.560775339603424,0.888,0.32722466039657605,0.220422104001045,0.116,-0.104422104001045,0.163064315915108,0.165,0.0019356840848920032,2.22121620178223,2.182,-0.039216201782230176,0.7495703597068779
Kenya,4.58300018310547,4.674,0.09099981689453074,0.476413398981094,1.242,0.765586601018906,0.905077755451202,0.879,-0.026077755451201945,0.536312758922577,0.518,-0.018312758922577,0.519180536270142,0.798,0.278819463729858,0.393902093172073,0.207,-0.18690209317207299,0.0672010779380798,0.093,0.025798922061920193,1.6849045753479,0.936,-0.7489045753478999,0.8389123792648323
Namibia,4.57110023498535,4.781,0.2098997650146499,0.840081989765167,1.41,0.5699180102348329,1.24573814868927,1.411,0.16526185131073,0.406871169805527,0.038,-0.36887116980552703,0.444598972797394,0.67,0.22540102720260602,0.0764544829726219,0.048,-0.028454482972621903,0.0543203428387642,0.058,0.0036796571612358053,1.50303316116333,1.145,-0.35803316116333006,0.5669348931312559
Ukraine,4.56069993972778,4.658,0.09730006027222071,0.780434608459473,1.547,0.7665653915405269,1.3213164806366,1.303,-0.018316480636600074,0.698674380779266,0.498,-0.20067438077926603,0.319423705339432,0.722,0.402576294660568,0.178551316261292,0.222,0.043448683738708,0.00965115986764431,0.008,-0.0016511598676443098,1.25266933441162,0.358,-0.89466933441162,0.9919483486562926
Liberia,4.55789995193481,4.28,-0.27789995193480976,0.174103006720543,0.867,0.692896993279457,0.92073392868042,0.815,-0.10573392868042009,0.392284274101257,0.386,-0.006284274101256981,0.405943095684052,0.796,0.390056904315948,0.226967871189117,0.125,-0.10196787118911699,0.0511398762464523,0.066,0.014860123753547706,2.38675785064697,1.225,-1.16175785064697,0.8838279473781587
Uganda,4.43200016021729,4.491,0.05899983978271006,0.312337428331375,1.032,0.719662571668625,1.05232739448547,1.181,0.12867260551452997,0.378311663866043,0.449,0.07068833613395703,0.401682555675507,0.924,0.5223174443244931,0.264807373285294,0.14,-0.12480737328529401,0.0638188421726227,0.043,-0.020818842172622698,1.95867109298706,0.722,-1.2366710929870601,1.2957147421836883
Chad,4.42269992828369,4.385,-0.03769992828368984,0.302287489175797,0.979,0.6767125108242029,0.739118278026581,0.676,-0.06311827802658099,0.108744099736214,0.292,0.18325590026378596,0.228601768612862,0.571,0.342398231387138,0.210805088281631,0.151,-0.059805088281631,0.0857554078102112,0.116,0.03024459218978881,2.74742650985718,1.6,-1.1474265098571799,1.1096878683567035
Tunisia,4.39219999313354,4.798,0.40580000686646045,0.874742686748505,1.475,0.6002573132514951,0.872167706489563,1.043,0.17083229351043694,0.781156718730927,0.442,-0.33915671873092695,0.235860556364059,0.652,0.416139443635941,0.055881142616272,0.038,-0.017881142616272,0.0438995733857155,0.071,0.027100426614284495,1.52849674224854,1.078,-0.45049674224853997,0.8572916156649585
Mauritania,4.37459993362427,4.473,0.09840006637572962,0.539684891700745,1.272,0.7323151082992551,1.11332356929779,0.787,-0.32632356929779005,0.425184816122055,0.593,0.16781518387794497,0.185714483261108,0.593,0.40728551673889196,0.128899663686752,0.109,-0.019899663686751987,0.122257634997368,0.188,0.065742365002632,1.85955739021301,0.931,-0.92855739021301,1.026934940934182
Sri Lanka,4.3270001411438,4.013,-0.3140001411437998,0.897986948490143,1.496,0.598013051509857,1.19494009017944,1.13,-0.06494009017944014,0.792036712169647,0.567,-0.22503671216964705,0.528632462024689,0.872,0.34336753797531094,0.252666145563126,0.111,-0.141666145563126,0.0494445636868477,0.059,0.009555436313152296,0.611288547515869,-0.222,-0.833288547515869,0.5192930778861069
DR Congo,4.31099987030029,3.761,-0.5499998703002902,0.062487468123436,0.857,0.794512531876564,0.833055019378662,0.792,-0.04105501937866196,0.277212053537369,0.321,0.04378794646263101,0.364622980356216,0.72,0.355377019643784,0.25432488322258,0.146,-0.10832488322258002,0.0814666450023651,0.066,-0.015466645002365095,2.43786430358887,0.86,-1.57786430358887,1.028830950379372
Myanmar,4.30800008773804,4.287,-0.021000087738039852,0.678090929985046,1.211,0.532909070014954,1.09817826747894,0.977,-0.12117826747894,0.495443075895309,0.488,-0.007443075895309015,0.597478866577148,0.722,0.12452113342285198,0.56981372833252,0.292,-0.27781372833252,0.187530353665352,0.16,-0.027530353665352003,0.681462526321411,0.436,-0.24546252632141102,0.223464778065685
Comoros,4.28859996795654,3.925,-0.3635999679565405,0.415620774030685,1.089,0.673379225969315,0.723232805728912,0.352,-0.37123280572891204,0.437383323907852,0.468,0.03061667609214802,0.181028231978416,0.373,0.191971768021584,0.258538275957108,0.118,-0.140538275957108,0.100048534572124,0.172,0.07195146542787599,2.17276906967163,1.352,-0.8207690696716299,0.456148053824903
Togo,4.18720006942749,4.277,0.0897999305725099,0.268116265535355,1.039,0.7708837344646449,0.547622859477997,0.572,0.024377140522002905,0.342731177806854,0.442,0.09926882219314598,0.303539037704468,0.682,0.37846096229553206,0.200774252414703,0.085,-0.115774252414703,0.114826455712318,0.144,0.029173544287681985,2.40959525108337,1.314,-1.09559525108337,1.186389951348305
Ethiopia,4.18620014190674,3.985,-0.20120014190674018,0.315125644207001,1.033,0.717874355792999,1.00110328197479,0.854,-0.14710328197479006,0.483846247196198,0.453,-0.030846247196197996,0.412566870450974,0.653,0.24043312954902601,0.227698102593422,0.144,-0.083698102593422,0.117437034845352,0.097,-0.020437034845352003,1.62845921516418,0.753,-0.8754592151641799,0.676222818732263
Madagascar,4.16559982299805,4.174,0.008400177001949949,0.244553208351135,0.867,0.622446791648865,0.823694348335266,0.71,-0.11369434833526604,0.500617027282715,0.393,-0.10761702728271494,0.192967548966408,0.38,0.187032451033592,0.1911900639534,0.118,-0.0731900639534,0.0762486383318901,0.116,0.0397513616681099,2.13629841804504,1.59,-0.5462984180450399,0.5547291647791859
Egypt,4.15140008926392,3.862,-0.28940008926391947,0.875228941440582,1.558,0.682771058559418,0.982539534568787,0.862,-0.12053953456878697,0.596911311149597,0.521,-0.07591131114959693,0.373684734106064,0.727,0.35331526589393597,0.0688012540340424,0.022,-0.0468012540340424,0.095461793243885,0.097,0.0015382067561150042,1.15881824493408,0.074,-1.08481824493408,0.7943724314570426
Sierra Leone,3.92639994621277,3.251,-0.67539994621277,0.240560382604599,1.054,0.813439617395401,0.747984945774078,0.692,-0.05598494577407809,0.203953966498375,0.405,0.20104603350162503,0.382027685642242,0.8,0.41797231435775806,0.257647007703781,0.131,-0.126647007703781,0.0479409359395504,0.052,0.004059064060449598,2.04627180099487,0.117,-1.92927180099487,1.2538850758373745
Zambia,3.75939989089966,4.106,0.3466001091003399,0.536833763122559,1.109,0.572166236877441,0.89603728055954,0.861,-0.03503728055954003,0.363593339920044,0.25,-0.113593339920044,0.491317540407181,0.991,0.499682459592819,0.250620901584625,0.139,-0.11162090158462501,0.0867052376270294,0.101,0.014294762372970601,1.13433933258057,0.654,-0.48033933258056993,0.8258919367790214
Lesotho,3.6528000831604,4.375,0.7221999168396,0.454938739538193,1.007,0.5520612604618069,1.08894002437592,1.135,0.04605997562408004,0.100934810936451,0.0,-0.100934810936451,0.40936753153801,0.741,0.33163246846199,0.102627642452717,0.057,-0.04562764245271699,0.0504838228225708,0.069,0.018516177177429205,1.44551396369934,1.365,-0.08051396369933994,0.8017074283361383
India,3.57329988479614,4.536,0.9627001152038597,0.730576157569885,1.397,0.666423842430115,0.644198656082153,0.732,0.087801343917847,0.540570139884949,0.298,-0.24257013988494897,0.581142246723175,1.015,0.43385775327682485,0.237072482705116,0.121,-0.116072482705116,0.105587981641293,0.124,0.018412018358706997,0.734130859375,0.848,0.11386914062499998,0.8478523353934287
Malawi,3.53800010681152,3.284,-0.2540001068115201,0.176534727215767,0.864,0.687465272784233,0.530368089675903,0.326,-0.20436808967590298,0.446163296699524,0.299,-0.147163296699524,0.487389832735062,0.812,0.3246101672649381,0.213185057044029,0.109,-0.10418505704402901,0.131633952260017,0.143,0.011366047739982982,1.55271828174591,0.73,-0.82271828174591,0.5677250443696981
Yemen,3.52740001678467,3.532,0.004599983215329839,0.392701774835587,0.692,0.29929822516441296,1.17747712135315,1.292,0.11452287864684996,0.415000170469284,0.431,0.015999829530715992,0.243721485137939,0.549,0.30527851486206103,0.0946890115737915,0.084,-0.010689011573791499,0.0873521268367767,0.109,0.021647873163223294,1.11647272109985,0.374,-0.74247272109985,0.7460583097934717
Botswana,3.47889995574951,3.464,-0.014899955749509974,0.997548997402191,1.582,0.584451002597809,1.08569478988647,0.989,-0.09669478988646996,0.494101732969284,0.017,-0.477101732969284,0.509089410305023,0.86,0.350910589694977,0.033407486975193,0.022,-0.011407486975193004,0.101786367595196,0.093,-0.008786367595196007,0.257240533828735,-0.099,-0.356240533828735,0.34137121486664307
Tanzania,3.47620010375977,3.902,0.42579989624023007,0.457163125276566,1.108,0.6508368747234341,0.872674643993378,0.778,-0.094674643993378,0.442677855491638,0.459,0.016322144508362002,0.509343087673187,1.006,0.49665691232681297,0.271540910005569,0.145,-0.12654091000556902,0.203880861401558,0.251,0.047119138598441995,0.718963384628296,0.155,-0.563963384628296,0.989719516158104
Zimbabwe,3.2992000579834,3.346,0.04679994201659987,0.425564020872116,1.213,0.7874359791278841,1.04783523082733,0.782,-0.26583523082732996,0.375037610530853,0.189,-0.186037610530853,0.377404719591141,0.729,0.35159528040885896,0.151349186897278,0.056,-0.095349186897278,0.0809285789728165,0.128,0.04707142102718351,0.841031074523926,0.251,-0.590031074523926,0.6388806523084657
Afghanistan,2.56690001487732,1.446,-1.1209000148773198,0.300705850124359,0.921,0.620294149875641,0.356433838605881,0.0,-0.356433838605881,0.266051530838013,0.176,-0.09005153083801298,0.0,0.0,0.0,0.135234713554382,0.079,-0.05623471355438199,0.00122578535228968,0.131,0.12977421464771033,1.50723564624786,0.139,-1.36823564624786,0.24734828152507538
